,id,game_id,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,description,score,scoremargin,person1type,player1_id,player1_name,player1_team_id,player1_team_city,player1_team_nickname,player1_team_abbreviation,person2type,player2_id,player2_name,player2_team_id,player2_team_city,player2_team_nickname,player2_team_abbreviation,person3type,player3_id,player3_name,player3_team_id,player3_team_city,player3_team_nickname,player3_team_abbreviation,video_url,thumbnail_url,shot_x,shot_y,date,game
0,0021900096_89,0021900096,89,1,80,1,2:59,Hezonja 25' 3PT Step Back Jump Shot (3 PTS) (Lillard 1 AST),22 - 22,0,5,1626209,Mario Hezonja,1610612757,Portland,Trail Blazers,POR,5,203081,Damian Lillard,1610612757.0,Portland,Trail Blazers,POR,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900096/89/bad0c062-b9b2-0a78-ca23-b7230f7933f7_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900096/89/bad0c062-b9b2-0a78-ca23-b7230f7933f7_1280x720.jpg,211,137,2019-11-04,"{'id': '0021900096', 'home_team_id': '1610612744', 'away_team_id': '1610612757', 'season': 2019, 'home_score': 127, 'away_score': 118, 'tv_channel': 'NBA TV', 'date': '2019-11-04'}"
1,0021900091_7,0021900091,7,1,1,1,11:43,Snell 28' 3PT Jump Shot (3 PTS) (Kennard 1 AST),3 - 0,-3,5,203503,Tony Snell,1610612765,Detroit,Pistons,DET,5,1628379,Luke Kennard,1610612765.0,Detroit,Pistons,DET,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900091/7/b6e7999c-7bba-0a58-a67f-7b20cb384cde_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900091/7/b6e7999c-7bba-0a58-a67f-7b20cb384cde_1280x720.jpg,-123,246,2019-11-04,"{'id': '0021900091', 'home_team_id': '1610612764', 'away_team_id': '1610612765', 'season': 2019, 'home_score': 115, 'away_score': 99, 'tv_channel': None, 'date': '2019-11-04'}"
2,0021900068_558,0021900068,558,1,80,4,9:18,Leonard 26' 3PT Step Back Jump Shot (30 PTS),77 - 89,12,4,202695,Kawhi Leonard,1610612746,LA,Clippers,LAC,0,0,,,,,,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/558/61e45d16-1244-4a91-ad9e-5728872be93b_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/558/61e45d16-1244-4a91-ad9e-5728872be93b_1280x720.jpg,134,226,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
3,0021900068_55,0021900068,55,1,103,1,7:01,Forbes 25' 3PT Running Pull-Up Jump Shot (3 PTS) (Murray 1 AST),5 - 6,1,5,1627854,Bryn Forbes,1610612759,San Antonio,Spurs,SAS,5,1627749,Dejounte Murray,1610612759.0,San Antonio,Spurs,SAS,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/55/8ed698cb-c588-2ac7-bf60-1dfd568c8c8a_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/55/8ed698cb-c588-2ac7-bf60-1dfd568c8c8a_1280x720.jpg,-162,186,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
4,0021900068_508,0021900068,508,1,79,3,0:32,White 26' 3PT Pullup Jump Shot (16 PTS),73 - 78,5,5,1628401,Derrick White,1610612759,San Antonio,Spurs,SAS,0,0,,,,,,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/508/d1c56eb8-d077-cdbe-d70c-95667a08a181_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/508/d1c56eb8-d077-cdbe-d70c-95667a08a181_1280x720.jpg,-73,253,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
5,0021900068_405,0021900068,405,1,103,3,5:54,White 26' 3PT Running Pull-Up Jump Shot (11 PTS),60 - 64,4,5,1628401,Derrick White,1610612759,San Antonio,Spurs,SAS,0,0,,,,,,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/405/3f1cce20-ccd5-1ed3-8521-9b09b98dc4a7_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/405/3f1cce20-ccd5-1ed3-8521-9b09b98dc4a7_1280x720.jpg,-7,263,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
6,0021900068_352,0021900068,352,1,1,3,10:01,Leonard 26' 3PT Jump Shot (16 PTS) (Patterson 2 AST),50 - 55,5,4,202695,Kawhi Leonard,1610612746,LA,Clippers,LAC,4,202335,Patrick Patterson,1610612746.0,LA,Clippers,LAC,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/352/6dcb7031-bb95-b4d3-3afe-c2e1315e4fc2_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/352/6dcb7031-bb95-b4d3-3afe-c2e1315e4fc2_1280x720.jpg,35,262,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
7,0021900068_309,0021900068,309,1,86,2,0:44,White  3PT Turnaround Fadeaway (7 PTS) (DeRozan 1 AST),48 - 48,0,5,1628401,Derrick White,1610612759,San Antonio,Spurs,SAS,5,201942,DeMar DeRozan,1610612759.0,San Antonio,Spurs,SAS,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/309/bc801fcf-cc6a-6ed5-cd59-682e3074a991_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/309/bc801fcf-cc6a-6ed5-cd59-682e3074a991_1280x720.jpg,229,13,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
8,0021900068_266,0021900068,266,1,1,2,4:18,Williams  3PT Jump Shot (8 PTS) (Beverley 2 AST),40 - 43,3,4,101150,Lou Williams,1610612746,LA,Clippers,LAC,4,201976,Patrick Beverley,1610612746.0,LA,Clippers,LAC,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/266/603ce90a-ebdb-fcb2-6cc0-5a890370ad00_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/266/603ce90a-ebdb-fcb2-6cc0-5a890370ad00_1280x720.jpg,-230,24,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
9,0021900068_249,0021900068,249,1,80,2,5:24,Forbes 25' 3PT Step Back Jump Shot (6 PTS) (Gay 1 AST),38 - 40,2,5,1627854,Bryn Forbes,1610612759,San Antonio,Spurs,SAS,5,200752,Rudy Gay,1610612759.0,San Antonio,Spurs,SAS,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/249/8259901f-8b22-aa53-cb56-0124e6cc2524_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/249/8259901f-8b22-aa53-cb56-0124e6cc2524_1280x720.jpg,85,240,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
10,0021900068_243,0021900068,243,1,1,2,6:10,Beverley  3PT Jump Shot (4 PTS) (Shamet 1 AST),35 - 40,5,4,201976,Patrick Beverley,1610612746,LA,Clippers,LAC,4,1629013,Landry Shamet,1610612746.0,LA,Clippers,LAC,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/243/32395282-13c1-5f70-57c4-bdab70b5b869_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/243/32395282-13c1-5f70-57c4-bdab70b5b869_1280x720.jpg,230,5,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
11,0021900068_231,0021900068,231,1,1,2,7:14,Shamet 25' 3PT Jump Shot (5 PTS) (Beverley 1 AST),33 - 37,4,4,1629013,Landry Shamet,1610612746,LA,Clippers,LAC,4,201976,Patrick Beverley,1610612746.0,LA,Clippers,LAC,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/231/85e44fed-2c9d-74c0-b9da-9ae0dc2fb4aa_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/231/85e44fed-2c9d-74c0-b9da-9ae0dc2fb4aa_1280x720.jpg,-230,109,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
12,0021900068_128,0021900068,128,1,1,1,1:32,Gay 27' 3PT Jump Shot (3 PTS) (Mills 1 AST),21 - 21,0,5,200752,Rudy Gay,1610612759,San Antonio,Spurs,SAS,5,201988,Patty Mills,1610612759.0,San Antonio,Spurs,SAS,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/128/ae8d36b1-5997-4483-7e92-3b84778bba19_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/128/ae8d36b1-5997-4483-7e92-3b84778bba19_1280x720.jpg,161,222,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
13,0021900068_114,0021900068,114,1,1,1,3:07,Mills  3PT Jump Shot (3 PTS) (White 1 AST),14 - 15,1,5,201988,Patty Mills,1610612759,San Antonio,Spurs,SAS,5,1628401,Derrick White,1610612759.0,San Antonio,Spurs,SAS,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/114/00f4fd69-a5b6-feec-9db4-06806a6a6756_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900068/114/00f4fd69-a5b6-feec-9db4-06806a6a6756_1280x720.jpg,-225,4,2019-10-31,"{'id': '0021900068', 'home_team_id': '1610612746', 'away_team_id': '1610612759', 'season': 2019, 'home_score': 103, 'away_score': 97, 'tv_channel': None, 'date': '2019-10-31'}"
14,0021900067_596,0021900067,596,1,1,4,4:50,Beasley 26' 3PT Jump Shot (9 PTS) (Vanderbilt 1 AST),96 - 112,16,5,1627736,Malik Beasley,1610612743,Denver,Nuggets,DEN,5,1629020,Jarred Vanderbilt,1610612743.0,Denver,Nuggets,DEN,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/596/d3415956-08cb-a6c4-8797-7a925e4d777e_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/596/d3415956-08cb-a6c4-8797-7a925e4d777e_1280x720.jpg,119,230,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
15,0021900067_594,0021900067,594,1,1,4,5:09,Ingram  3PT Jump Shot (25 PTS) (Holiday 6 AST),93 - 112,19,4,1627742,Brandon Ingram,1610612740,New Orleans,Pelicans,NOP,4,201950,Jrue Holiday,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/594/7d9abfab-22e6-5ee4-88b0-3d1715f7195f_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/594/7d9abfab-22e6-5ee4-88b0-3d1715f7195f_1280x720.jpg,-231,12,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
16,0021900067_523,0021900067,523,1,1,4,9:04,Beasley 26' 3PT Jump Shot (6 PTS) (Murray 6 AST),84 - 94,10,5,1627736,Malik Beasley,1610612743,Denver,Nuggets,DEN,5,1627750,Jamal Murray,1610612743.0,Denver,Nuggets,DEN,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/523/e97f354d-3a29-ebba-f3d9-b24a0c624636_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/523/e97f354d-3a29-ebba-f3d9-b24a0c624636_1280x720.jpg,-170,197,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
17,0021900067_502,0021900067,502,1,1,4,10:00,Hart 25' 3PT Jump Shot (3 PTS) (Ingram 3 AST),80 - 94,14,4,1628404,Josh Hart,1610612740,New Orleans,Pelicans,NOP,4,1627742,Brandon Ingram,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/502/3b5c97d2-6f86-95b1-a763-75721b448266_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/502/3b5c97d2-6f86-95b1-a763-75721b448266_1280x720.jpg,206,146,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
18,0021900067_498,0021900067,498,1,1,4,10:21,Jackson  3PT Jump Shot (20 PTS) (Ingram 2 AST),80 - 91,11,4,1628402,Frank Jackson,1610612740,New Orleans,Pelicans,NOP,4,1627742,Brandon Ingram,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/498/8633f0de-8abe-33fd-b7f6-d7e891f4437d_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/498/8633f0de-8abe-33fd-b7f6-d7e891f4437d_1280x720.jpg,-233,-18,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
19,0021900067_487,0021900067,487,1,2,4,10:59,Beasley 25' 3PT Running Jump Shot (3 PTS) (Morris 5 AST),80 - 86,6,5,1627736,Malik Beasley,1610612743,Denver,Nuggets,DEN,5,1628420,Monte Morris,1610612743.0,Denver,Nuggets,DEN,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/487/85fead22-a28d-cd61-8c73-41bd54a926af_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/487/85fead22-a28d-cd61-8c73-41bd54a926af_1280x720.jpg,-99,232,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
20,0021900067_47,0021900067,47,1,1,1,8:41,Holiday 26' 3PT Jump Shot (8 PTS) (Melli 1 AST),9 - 13,4,4,201950,Jrue Holiday,1610612740,New Orleans,Pelicans,NOP,4,1629740,Nicolo Melli,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/47/523f8281-a7be-b843-c2c2-4ca97ee60772_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/47/523f8281-a7be-b843-c2c2-4ca97ee60772_1280x720.jpg,-90,243,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
21,0021900067_395,0021900067,395,1,80,3,3:55,Murray 27' 3PT Step Back Jump Shot (13 PTS),67 - 75,8,5,1627750,Jamal Murray,1610612743,Denver,Nuggets,DEN,0,0,,,,,,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/395/009bbb1e-cc1f-fbeb-84e7-b655d6981e10_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/395/009bbb1e-cc1f-fbeb-84e7-b655d6981e10_1280x720.jpg,-100,246,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
22,0021900067_353,0021900067,353,1,1,3,8:32,Holiday  3PT Jump Shot (14 PTS) (Melli 2 AST),58 - 69,11,4,201950,Jrue Holiday,1610612740,New Orleans,Pelicans,NOP,4,1629740,Nicolo Melli,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/353/39c5c149-3840-d745-2489-ce374af2e8c5_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/353/39c5c149-3840-d745-2489-ce374af2e8c5_1280x720.jpg,223,63,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
23,0021900067_331,0021900067,331,1,1,3,10:19,Ball 24' 3PT Jump Shot (7 PTS) (Holiday 3 AST),54 - 64,10,4,1628366,Lonzo Ball,1610612740,New Orleans,Pelicans,NOP,4,201950,Jrue Holiday,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/331/fbf7ae85-e9d3-c8db-db95-7c0ad95e6679_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/331/fbf7ae85-e9d3-c8db-db95-7c0ad95e6679_1280x720.jpg,228,82,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
24,0021900067_320,0021900067,320,1,1,3,11:49,Holiday 25' 3PT Jump Shot (11 PTS) (Ball 5 AST),52 - 59,7,4,201950,Jrue Holiday,1610612740,New Orleans,Pelicans,NOP,4,1628366,Lonzo Ball,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/320/a98613f0-79d2-ab96-8256-bd11a57b301b_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/320/a98613f0-79d2-ab96-8256-bd11a57b301b_1280x720.jpg,-144,201,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
25,0021900067_25,0021900067,25,1,1,1,10:13,Harris 25' 3PT Jump Shot (3 PTS) (Murray 1 AST),3 - 5,2,5,203914,Gary Harris,1610612743,Denver,Nuggets,DEN,5,1627750,Jamal Murray,1610612743.0,Denver,Nuggets,DEN,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/25/c3f6ef81-99db-516e-340a-77ac711a4eda_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/25/c3f6ef81-99db-516e-340a-77ac711a4eda_1280x720.jpg,161,186,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
26,0021900067_216,0021900067,216,1,1,2,7:10,Ingram  3PT Jump Shot (10 PTS) (Holiday 2 AST),36 - 42,6,4,1627742,Brandon Ingram,1610612740,New Orleans,Pelicans,NOP,4,201950,Jrue Holiday,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/216/cb21b7cc-a2b1-e81c-29e9-54a671e501b4_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/216/cb21b7cc-a2b1-e81c-29e9-54a671e501b4_1280x720.jpg,-230,9,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
27,0021900067_155,0021900067,155,1,1,2,11:19,Jackson  3PT Jump Shot (13 PTS) (Williams 1 AST),30 - 35,5,4,1628402,Frank Jackson,1610612740,New Orleans,Pelicans,NOP,4,1629026,Kenrich Williams,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/155/67835f09-70f3-3fd3-d04b-992f13a40e62_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/155/67835f09-70f3-3fd3-d04b-992f13a40e62_1280x720.jpg,-234,-4,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
28,0021900067_140,0021900067,140,1,1,1,0:17,Jackson 24' 3PT Jump Shot (10 PTS) (Redick 2 AST),30 - 32,2,4,1628402,Frank Jackson,1610612740,New Orleans,Pelicans,NOP,4,200755,JJ Redick,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/140/4371b0f5-3271-c264-2e38-85bb4f357a7e_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/140/4371b0f5-3271-c264-2e38-85bb4f357a7e_1280x720.jpg,231,64,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
29,0021900067_121,0021900067,121,1,1,1,2:11,Jackson 26' 3PT Jump Shot (3 PTS),24 - 25,1,4,1628402,Frank Jackson,1610612740,New Orleans,Pelicans,NOP,0,0,,,,,,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/121/ea22f817-0c61-2e1a-dc1b-f41bafdaa1be_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/121/ea22f817-0c61-2e1a-dc1b-f41bafdaa1be_1280x720.jpg,119,226,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
30,0021900067_11,0021900067,11,1,1,1,11:24,Holiday 24' 3PT Jump Shot (3 PTS) (Ball 1 AST),0 - 3,3,4,201950,Jrue Holiday,1610612740,New Orleans,Pelicans,NOP,4,1628366,Lonzo Ball,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/11/a167b4d5-1064-e6a7-2026-737cc9693938_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/11/a167b4d5-1064-e6a7-2026-737cc9693938_1280x720.jpg,226,69,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
31,0021900067_100,0021900067,100,1,1,1,3:38,Redick 26' 3PT Jump Shot (3 PTS) (Alexander-Walker 1 AST),19 - 22,3,4,200755,JJ Redick,1610612740,New Orleans,Pelicans,NOP,4,1629638,Nickeil Alexander-Walker,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/100/966e0a13-7270-5b75-1906-d14969325f18_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/31/0021900067/100/966e0a13-7270-5b75-1906-d14969325f18_1280x720.jpg,-153,204,2019-10-31,"{'id': '0021900067', 'home_team_id': '1610612740', 'away_team_id': '1610612743', 'season': 2019, 'home_score': 122, 'away_score': 107, 'tv_channel': 'TNT', 'date': '2019-10-31'}"
32,0021900065_99,0021900065,99,1,1,1,4:44,Booker 25' 3PT Jump Shot (3 PTS) (Baynes 3 AST),28 - 10,-18,5,1626164,Devin Booker,1610612756,Phoenix,Suns,PHX,5,203382,Aron Baynes,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900065/99/a814ded9-cf14-52d6-358e-e9142166c066_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900065/99/a814ded9-cf14-52d6-358e-e9142166c066_1280x720.jpg,117,216,2019-10-30,"{'id': '0021900065', 'home_team_id': '1610612744', 'away_team_id': '1610612756', 'season': 2019, 'home_score': 110, 'away_score': 121, 'tv_channel': None, 'date': '2019-10-30'}"
33,0021900065_84,0021900065,84,1,1,1,5:34,Rubio  3PT Jump Shot (8 PTS) (Baynes 2 AST),23 - 10,-13,5,201937,Ricky Rubio,1610612756,Phoenix,Suns,PHX,5,203382,Aron Baynes,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900065/84/2d53410b-9a88-c6f8-4772-db287e267b12_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900065/84/2d53410b-9a88-c6f8-4772-db287e267b12_1280x720.jpg,-229,43,2019-10-30,"{'id': '0021900065', 'home_team_id': '1610612744', 'away_team_id': '1610612756', 'season': 2019, 'home_score': 110, 'away_score': 121, 'tv_channel': None, 'date': '2019-10-30'}"
34,0021900065_80,0021900065,80,1,1,1,5:59,Rubio 25' 3PT Jump Shot (5 PTS) (Baynes 1 AST),20 - 10,-10,5,201937,Ricky Rubio,1610612756,Phoenix,Suns,PHX,5,203382,Aron Baynes,1610612756.0,Phoenix,Suns,PHX,0,0,,,,,,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900065/80/555e44df-affe-3909-5ec7-9f344115fb78_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900065/80/555e44df-affe-3909-5ec7-9f344115fb78_1280x720.jpg,-95,232,2019-10-30,"{'id': '0021900065', 'home_team_id': '1610612744', 'away_team_id': '1610612756', 'season': 2019, 'home_score': 110, 'away_score': 121, 'tv_channel': None, 'date': '2019-10-30'}"
